亜,ア
哀,アイ,あわれ,あわれむ
挨,アイ
愛,アイ
曖,アイ
悪,アク,オ,わるい
握,アク,にぎる
圧,アツ
扱,あつかう
宛,あてる
嵐,あらし
安,アン,やすい
案,アン
暗,アン,くらい
以,イ
衣,イ,ころも
位,イ,くらい
囲,イ,かこむ,かこう
医,イ
依,イ,エ
委,イ,ゆだねる
威,イ
為,イ
畏,イ,おそれる
胃,イ
尉,イ
異,イ,こと
移,イ,うつる,うつす
萎,イ,なえる
偉,イ,えらい
椅,イ
彙,イ
意,イ
違,イ,ちがう,ちがえる
維,イ
慰,イ,なぐさめる,なぐさむ
遺,イ,ユイ
緯,イ
域,イキ
育,イク,そだつ,そだてる,はぐくむ
一,イチ,イツ,ひと,ひとつ
壱,イチ
逸,イツ
茨,いばら
芋,いも
引,イン,ひく,ひける
印,イン,しるし
因,イン,よる
咽,イン
姻,イン
員,イン
院,イン
淫,イン,みだら
陰,イン,かげ,かげる
飲,イン,のむ
隠,イン,かくす,かくれる
韻,イン
右,ウ,ユウ,みぎ
宇,ウ
羽,ウ,は,,はね
雨,ウ,あめ,あま
唄,うた
鬱,ウツ
畝,うね
浦,うら
運,ウン,はこぶ
雲,ウン,くも
永,エイ,ながい
泳,エイ,およぐ
英,エイ
映,エイ,うつる,うつす,はえる
栄,エイ,さかえる,はえ,はえる
営,エイ,いとなむ
詠,エイ,よむ
影,エイ,かげ
鋭,エイ,するどい
衛,エイ
易,エキ,イ,やさしい
疫,エキ,ヤク
益,エキ,ヤク
液,エキ
駅,エキ
悦,エツ
越,エツ,こす,こえる
謁,エツ
閲,エツ
円,エン,まるい
延,エン,のびる,のべる,のばす
沿,エン,そう
炎,エン,ほのお
怨,エン,オン
宴,エン
媛,エン
援,エン
園,エン,その
煙,エン,けむる,けむり,けむい
猿,エン,さる
遠,エン,オン,とおい
鉛,エン,なまり
塩,エン,しお
演,エン
縁,エン,ふち
艶,エン,つや
汚,オ,けがす,けがれる,けがらわしい,よごす,よごれる,きたない
王,オウ
凹,オウ
央,オウ
応,オウ,,こたえる
往,オウ
押,オウ,おす,おさえる
旺,オウ
欧,オウ
殴,オウ,なぐる
桜,オウ,さくら
翁,オウ
奥,オウ,おく
横,オウ,よこ
岡,おか
屋,オク,や
億,オク
憶,オク
臆,オク
虞,おそれ
乙,オツ
俺,おれ
卸,おろす,おろし
音,オン,イン,おと,ね
恩,オン
温,オン,あたたか,あたたかい,あたたまる,あたためる
穏,オン,おだやか
下,カ,ゲ,した,しも,もと,さげる,さがる,くだる,くだす,くださる,おろす,おりる
化,カ,ケ,ばける,ばかす
火,カ,ひ,ほ
加,カ,くわえる,くわわる
可,カ
仮,カ,ケ,かり
何,カ,なに,なん
花,カ,はな
佳,カ
価,カ,あたい
果,カ,はたす,はてる,はて
河,カ,,かわ
苛,カ
科,カ
架,カ,かける,かかる
夏,カ,ゲ,なつ
家,カ,ケ,いえ,や
荷,カ,に
華,カ,ケ,はな
菓,カ
貨,カ
渦,カ,うず
過,カ,すぎる,すごす,あやまつ,あやまち
嫁,カ,よめ,とつぐ
暇,カ,ひま
禍,カ
靴,カ,くつ
寡,カ
歌,カ,うた,うたう
箇,カ
稼,カ,かせぐ
課,カ
蚊,か
牙,ガ,ゲ,きば
瓦,ガ,かわら
我,ガ,われ,わ
画,ガ,カク
芽,ガ,め
賀,ガ
雅,ガ
餓,ガ
介,カイ
回,カイ,エ,まわる,まわす
灰,カイ,はい
会,カイ,エ,あう
快,カイ,こころよい
戒,カイ,いましめる
改,カイ,あらためる,あらたまる
怪,カイ,あやしい,あやしむ
拐,カイ
悔,カイ,くいる,くやむ,くやしい
海,カイ,うみ
界,カイ
皆,カイ,みな
械,カイ
絵,カイ,エ
開,カイ,ひらく,ひらける,あく,あける
階,カイ
塊,カイ,かたまり
楷,カイ
解,カイ,ゲ,とく,とかす,とける
潰,カイ,つぶす,つぶれる
壊,カイ,こわす,こわれる
懐,カイ,ふところ,なつかしい,なつかしむ,なつく,なつける
諧,カイ
貝,かい
外,ガイ,ゲ,そと,ほか,はずす,はずれる
劾,ガイ
害,ガイ
崖,ガイ,がけ
涯,ガイ
街,ガイ,カイ,まち
慨,ガイ
蓋,ガイ,ふた
該,ガイ
概,ガイ
骸,ガイ
垣,かき
柿,かき
各,カク,おのおの
角,カク,かど,つの
拡,カク
革,カク,かわ
格,カク,コウ
核,カク
殻,カク,から
郭,カク
覚,カク,おぼえる,さます,さめる
較,カク
隔,カク,へだてる,へだたる
閣,カク
確,カク,たしか,たしかめる
獲,カク,える
嚇,カク
穫,カク
学,ガク,まなぶ
岳,ガク,たけ
楽,ガク,ラク,たのしい,たのしむ
額,ガク,ひたい
顎,ガク,あご
掛,かける,かかる,かかり
潟,かた
括,カツ
活,カツ
喝,カツ
渇,カツ,かわく
割,カツ,わる,わり,われる,さく
葛,カツ,くず
滑,カツ,コツ,すべる,なめらか
褐,カツ
轄,カツ
且,かつ
株,かぶ
釜,かま
鎌,かま
刈,かる
干,カン,ほす,ひる
刊,カン
甘,カン,あまい,あまえる,あまやかす
汗,カン,あせ
缶,カン
完,カン
肝,カン,きも
官,カン
冠,カン,かんむり
巻,カン,まく,まき
看,カン
陥,カン,おちいる,おとしいれる
乾,カン,かわく,かわかす
勘,カン
患,カン,わずらう
貫,カン,つらぬく
寒,カン,さむい
喚,カン
堪,カン,たえる
換,カン,かえる,かわる
敢,カン
棺,カン
款,カン
間,カン,ケン,あいだ,ま
閑,カン
勧,カン,すすめる
寛,カン
幹,カン,みき
感,カン
漢,カン
慣,カン,なれる,ならす
管,カン,くだ
関,カン,せき,かかわる
歓,カン
監,カン
緩,カン,ゆるい,ゆるやか,ゆるむ,ゆるめる
憾,カン
還,カン
館,カン,やかた
環,カン
簡,カン
観,カン
韓,カン
艦,カン
鑑,カン,かんがみる
丸,ガン,まる,まるい,まるめる
含,ガン,ふくむ,ふくめる
岸,ガン,きし
岩,ガン,いわ
玩,ガン
眼,ガン,ゲン,まなこ
頑,ガン
顔,ガン,かお
願,ガン,ねがう
企,キ,くわだてる
伎,キ
危,キ,あぶない,あやうい,あやぶむ
机,キ,つくえ
気,キ,ケ
岐,キ
希,キ
忌,キ,いむ,いまわしい
汽,キ
奇,キ
祈,キ,いのる
季,キ
紀,キ
軌,キ
既,キ,すでに
記,キ,しるす
起,キ,おきる,おこる,おこす
飢,キ,うえる
鬼,キ,おに
帰,キ,かえる,かえす
基,キ,もと,もとい
寄,キ,よる,よせる
規,キ
亀,キ,かめ
喜,キ,よろこぶ
幾,キ,いく
揮,キ
期,キ,ゴ
棋,キ
貴,キ,たっとい,とうとい,たっとぶ,とうとぶ
棄,キ
毀,キ
旗,キ,はた
器,キ,うつわ
畿,キ
輝,キ,かがやく
機,キ,はた
騎,キ
技,ギ,わざ
宜,ギ
偽,ギ,いつわる,にせ
欺,ギ,あざむく
義,ギ
疑,ギ,うたがう
儀,ギ
戯,ギ,たわむれる
擬,ギ
犠,ギ
議,ギ
菊,キク
吉,キチ,キツ
喫,キツ
詰,キツ,つめる,つまる,つむ
却,キャク
客,キャク,カク
脚,キャク,キャ,あし
逆,ギャク,さか,さからう
虐,ギャク,しいたげる
九,キュウ,ク,ここの,ここのつ
久,キュウ,ク,ひさしい
及,キュウ,およぶ,および,およぼす
弓,キュウ,ゆみ
丘,キュウ,おか
旧,キュウ
休,キュウ,やすむ,やすまる,やすめる
吸,キュウ,すう
朽,キュウ,くちる
臼,キュウ,うす
求,キュウ,もとめる
究,キュウ,きわめる
泣,キュウ,なく
急,キュウ,いそぐ
級,キュウ
糾,キュウ
宮,キュウ,グウ,ク,みや
救,キュウ,すくう
球,キュウ,たま
給,キュウ
嗅,キュウ,かぐ
窮,キュウ,きわめる,きわまる
牛,ギュウ,うし
去,キョ,コ,さる
巨,キョ
居,キョ,いる
拒,キョ,こばむ
拠,キョ,コ
挙,キョ,あげる,あがる
虚,キョ,コ
許,キョ,ゆるす
距,キョ
魚,ギョ,うお,さかな
御,ギョ,ゴ,おん
漁,ギョ,リョウ
凶,キョウ
共,キョウ,とも
叫,キョウ,さけぶ
狂,キョウ,くるう,くるおしい
京,キョウ,ケイ
享,キョウ
供,キョウ,ク,そなえる,とも
協,キョウ
況,キョウ
峡,キョウ
挟,キョウ,はさむ,はさまる
狭,キョウ,せまい,せばめる,せばまる
恐,キョウ,おそれる,おそろしい
恭,キョウ,うやうやしい
胸,キョウ,むね,むな
脅,キョウ,おびやかす,おどす,おどかす
強,キョウ,ゴウ,つよい,つよまる,つよめる,しいる
教,キョウ,おしえる,おそわる
郷,キョウ,ゴウ
境,キョウ,ケイ,さかい
橋,キョウ,はし
矯,キョウ,ためる
鏡,キョウ,かがみ
競,キョウ,ケイ,きそう,せる
響,キョウ,ひびく
驚,キョウ,おどろく,おどろかす
仰,ギョウ,コウ,あおぐ,おおせ
暁,ギョウ,あかつき
業,ギョウ,ゴウ,わざ
凝,ギョウ,こる,こらす
曲,キョク,まがる,まげる
局,キョク
極,キョク,ゴク,きわめる,,きわまる,きわみ
玉,ギョク,たま
巾,キン
斤,キン
均,キン
近,キン,ちかい
金,キン,コン,かね,かな
菌,キン
勤,キン,ゴン,つとめる,つとまる
琴,キン,こと
筋,キン,すじ
僅,キン,わずか
禁,キン
緊,キン
錦,キン,にしき
謹,キン,つつしむ
襟,キン,えり
吟,ギン
銀,ギン
区,ク
句,ク
苦,ク,くるしい,くるしむ,くるしめる,にがい,にがる
駆,ク,かける,かる
具,グ
惧,グ
愚,グ,おろか
空,クウ,そら,あく,あける,から
偶,グウ
遇,グウ
隅,グウ,すみ
串,くし
屈,クツ
掘,クツ,ほる
窟,クツ
熊,くま
繰,くる
君,クン,きみ
訓,クン
勲,クン
薫,クン,かおる
軍,グン
郡,グン
群,グン,むれる,むれ,むら
兄,ケイ,キョウ,あに
刑,ケイ
形,ケイ,ギョウ,かた,かたち
系,ケイ
径,ケイ
茎,ケイ,くき
係,ケイ,かかる,かかり
型,ケイ,かた
契,ケイ,ちぎる
計,ケイ,はかる,はからう
恵,ケイ,エ,めぐむ
啓,ケイ
掲,ケイ,かかげる
渓,ケイ
経,ケイ,キョウ,へる
蛍,ケイ,ほたる
敬,ケイ,うやまう
景,ケイ
軽,ケイ,かるい,かろやか
傾,ケイ,かたむく,かたむける
携,ケイ,たずさえる,たずさわる
継,ケイ,つぐ
詣,ケイ,もうでる
慶,ケイ
憬,ケイ
稽,ケイ
憩,ケイ,いこい,いこう
警,ケイ
鶏,ケイ,にわとり
芸,ゲイ
迎,ゲイ,むかえる
鯨,ゲイ,くじら
隙,ゲキ,すき
劇,ゲキ
撃,ゲキ,うつ
激,ゲキ,はげしい
桁,けた
欠,ケツ,かける,かく
穴,ケツ,あな
血,ケツ,ち
決,ケツ,きめる,きまる
結,ケツ,むすぶ,ゆう,ゆわえる
傑,ケツ
潔,ケツ,いさぎよい
月,ゲツ,ガツ,つき
犬,ケン,いぬ
件,ケン
見,ケン,みる,みえる,みせる
券,ケン
肩,ケン,かた
建,ケン,コン,たてる,たつ
研,ケン,とぐ
県,ケン
倹,ケン
兼,ケン,かねる
剣,ケン,つるぎ
拳,ケン,こぶし
軒,ケン,のき
健,ケン,すこやか
険,ケン,けわしい
圏,ケン
堅,ケン,かたい
検,ケン
嫌,ケン,ゲン,きらう,いや
献,ケン,コン
絹,ケン,きぬ
遣,ケン,つかう,つかわす
権,ケン,ゴン
憲,ケン
賢,ケン,かしこい
謙,ケン
鍵,ケン,かぎ
繭,ケン,まゆ
顕,ケン
験,ケン,ゲン
懸,ケン,ケ,かける,かかる
元,ゲン,ガン,もと
幻,ゲン,まぼろし
玄,ゲン
言,ゲン,ゴン,いう,こと
弦,ゲン,つる
限,ゲン,かぎる
原,ゲン,はら
現,ゲン,あらわれる,あらわす
舷,ゲン
減,ゲン,へる,へらす
源,ゲン,みなもと
厳,ゲン,ゴン,おごそか,きびしい
己,コ,キ,おのれ
戸,コ,と
古,コ,ふるい,ふるす
呼,コ,よぶ
固,コ,かためる,かたまる,かたい
股,コ,また
虎,コ,とら
孤,コ
弧,コ
故,コ,ゆえ
枯,コ,かれる,からす
個,コ
庫,コ,ク
湖,コ,みずうみ
雇,コ,やとう
誇,コ,ほこる
鼓,コ,つづみ
錮,コ
顧,コ,かえりみる
五,ゴ,いつ,いつつ
互,ゴ,たがい
午,ゴ
呉,ゴ
後,ゴ,コウ,のち,うしろ,あと,おくれる
娯,ゴ
悟,ゴ,さとる
碁,ゴ
語,ゴ,かたる,かたらう
誤,ゴ,あやまる
護,ゴ
口,コウ,ク,くち
工,コウ,ク
公,コウ,おおやけ
勾,コウ
孔,コウ
功,コウ,ク
巧,コウ,たくみ
広,コウ,ひろい,ひろまる,ひろめる,ひろがる,ひろげる
甲,コウ,カン
交,コウ,まじわる,まじえる,まじる,まざる,まぜる,かう,かわす
光,コウ,ひかる,ひかり
向,コウ,むく,むける,むかう,むこう
后,コウ
好,コウ,このむ,すく
江,コウ,え
考,コウ,かんがえる
行,コウ,ギョウ,アン,いく,ゆく,,おこなう
坑,コウ
孝,コウ
抗,コウ
攻,コウ,せめる
更,コウ,さら,ふける,ふかす
効,コウ,きく
幸,コウ,さいわい,さち,しあわせ
拘,コウ
肯,コウ
侯,コウ
厚,コウ,あつい
恒,コウ
洪,コウ
皇,コウ,オウ
紅,コウ,ク,べに,くれない
荒,コウ,あらい,あれる,あらす
郊,コウ
香,コウ,キョウ,か,かおり,かおる
候,コウ,そうろう
校,コウ
耕,コウ,たがやす
航,コウ
貢,コウ,ク,みつぐ
降,コウ,おりる,おろす,ふる
高,コウ,たかい,たか,たかまる,たかめる
康,コウ
控,コウ,ひかえる
梗,コウ
黄,コウ,オウ,き,こ
喉,コウ,のど
慌,コウ,あわてる,あわただしい
港,コウ,みなと
硬,コウ,かたい
絞,コウ,しぼる,しめる,しまる
項,コウ
溝,コウ,みぞ
鉱,コウ
構,コウ,かまえる,かまう
綱,コウ,つな
酵,コウ
稿,コウ
興,コウ,キョウ,おこる,おこす
衡,コウ
鋼,コウ,はがね
講,コウ
購,コウ
乞,こう
号,ゴウ
合,ゴウ,ガッ,カッ,あう,あわす,あわせる
拷,ゴウ
剛,ゴウ
傲,ゴウ
豪,ゴウ
克,コク
告,コク,つげる
谷,コク,たに
刻,コク,きざむ
国,コク,くに
黒,コク,くろ,くろい
穀,コク
酷,コク
獄,ゴク
骨,コツ,ほね
駒,こま
込,こむ,こめる
頃,ころ
今,コン,キン,いま
困,コン,こまる
昆,コン
恨,コン,うらむ,うらめしい
根,コン,ね
婚,コン
混,コン,まじる,まざる,まぜる,こむ
痕,コン,あと
紺,コン
魂,コン,たましい
墾,コン
懇,コン,ねんごろ
左,サ,ひだり
佐,サ
沙,サ
査,サ
砂,サ,シャ,すな
唆,サ,そそのかす
差,サ,さす
詐,サ
鎖,サ,くさり
座,ザ,すわる
挫,ザ
才,サイ
再,サイ,サ,ふたたび
災,サイ,わざわい
妻,サイ,つま
采,サイ
砕,サイ,くだく,くだける
宰,サイ
栽,サイ
彩,サイ,いろどる
採,サイ,とる
済,サイ,すむ,すます
祭,サイ,まつる,まつり
斎,サイ
細,サイ,ほそい,ほそる,こまか,こまかい
菜,サイ,な
最,サイ,もっとも
裁,サイ,たつ,さばく
債,サイ
催,サイ,もよおす
塞,サイ,ソク,ふさぐ,ふさがる
歳,サイ,セイ
載,サイ,のせる,のる
際,サイ,きわ
埼,さい
在,ザイ,ある
材,ザイ
剤,ザイ
財,ザイ,サイ
罪,ザイ,つみ
崎,さき
作,サク,サ,つくる
削,サク,けずる
昨,サク
柵,サク
索,サク
策,サク
酢,サク,す
搾,サク,しぼる
錯,サク
咲,さく
冊,サツ,サク
札,サツ,ふだ
刷,サツ,する
刹,サツ,セツ
拶,サツ
殺,サツ,サイ,セツ,ころす
察,サツ
撮,サツ,とる
擦,サツ,する,すれる
雑,ザツ,ゾウ
皿,さら
三,サン,み,みつ,みっつ
山,サン,やま
参,サン,まいる
桟,サン
蚕,サン,かいこ
惨,サン,ザン,みじめ
産,サン,うむ,うまれる,うぶ
傘,サン,かさ
散,サン,ちる,ちらす,ちらかす,ちらかる
算,サン
酸,サン,すい
賛,サン
残,ザン,のこる,のこす
斬,ザン,きる
暫,ザン
士,シ
子,シ,ス,こ
支,シ,ささえる
止,シ,とまる,とめる
氏,シ,うじ
仕,シ,ジ,つかえる
史,シ
司,シ
四,シ,よ,よつ,よっつ,よん
市,シ,いち
矢,シ,や
旨,シ,むね
死,シ,しぬ
糸,シ,いと
至,シ,いたる
伺,シ,うかがう
志,シ,こころざす,こころざし
私,シ,わたくし,わたし
使,シ,つかう
刺,シ,さす,ささる
始,シ,はじめる,はじまる
姉,シ,あね
枝,シ,えだ
祉,シ
肢,シ
姿,シ,すがた
思,シ,おもう
指,シ,ゆび,さす
施,シ,セ,ほどこす
師,シ
恣,シ
紙,シ,かみ
脂,シ,あぶら
視,シ
紫,シ,むらさき
詞,シ
歯,シ,は
嗣,シ
試,シ,こころみる,ためす
詩,シ
資,シ
飼,シ,かう
誌,シ
雌,シ,め,めす
摯,シ
賜,シ,たまわる
諮,シ,はかる
示,ジ,シ,しめす
字,ジ,あざ
寺,ジ,てら
次,ジ,シ,つぐ,つぎ
耳,ジ,みみ
自,ジ,シ,みずから
似,ジ,にる
児,ジ,ニ
事,ジ,ズ,こと
侍,ジ,さむらい
治,ジ,チ,おさめる,おさまる,なおる,なおす
持,ジ,もつ
時,ジ,とき
滋,ジ
慈,ジ,いつくしむ
辞,ジ,やめる
磁,ジ
餌,ジ,えさ,え
璽,ジ
鹿,しか,か
式,シキ
識,シキ
軸,ジク
七,シチ,なな,ななつ,なの
𠮟,シツ,しかる
失,シツ,うしなう
室,シツ,むろ
疾,シツ
執,シツ,シュウ,とる
湿,シツ,しめる,しめす
嫉,シツ
漆,シツ,うるし
質,シツ,シチ,チ
実,ジツ,み,みのる
芝,しば
写,シャ,うつす,うつる
社,シャ,やしろ
車,シャ,くるま
舎,シャ
者,シャ,もの
射,シャ,いる
捨,シャ,すてる
赦,シャ
斜,シャ,ななめ
煮,シャ,にる,にえる,にやす
遮,シャ,さえぎる
謝,シャ,あやまる
邪,ジャ
蛇,ジャ,ダ,へび
尺,シャク
借,シャク,かりる
酌,シャク,くむ
釈,シャク
爵,シャク
若,ジャク,ニャク,わかい,もしくは
弱,ジャク,よわい,よわる,よわまる,よわめる
寂,ジャク,セキ,さび,さびしい,さびれる
手,シュ,て,た
主,シュ,ス,ぬし,おも
守,シュ,ス,まもる,もり
朱,シュ
取,シュ,とる
狩,シュ,かる,かり
首,シュ,くび
殊,シュ,こと
珠,シュ
酒,シュ,さけ,さか
腫,シュ,はれる,はらす
種,シュ,たね
趣,シュ,おもむき
寿,ジュ,ことぶき
受,ジュ,うける,うかる
呪,ジュ,のろう
授,ジュ,さずける,さずかる
需,ジュ
儒,ジュ
樹,ジュ
収,シュウ,おさめる,おさまる
囚,シュウ
州,シュウ,す
舟,シュウ,ふね,ふな
秀,シュウ,ひいでる
周,シュウ,まわり
宗,シュウ,ソウ
拾,シュウ,ジュウ,ひろう
秋,シュウ,あき
臭,シュウ,くさい,におう
修,シュウ,シュ,おさめる,おさまる
袖,シュウ,そで
終,シュウ,おわる,おえる
羞,シュウ
習,シュウ,ならう
週,シュウ
就,シュウ,ジュ,つく,つける
衆,シュウ,シュ
集,シュウ,あつまる,あつめる,つどう
愁,シュウ,うれえる,うれい
酬,シュウ
醜,シュウ,みにくい
蹴,シュウ,ける
襲,シュウ,おそう
十,ジュウ,,,ジッ,とお,と
汁,ジュウ,しる
充,ジュウ,あてる
住,ジュウ,すむ,すまう
柔,ジュウ,ニュウ,やわらか,やわらかい
重,ジュウ,チョウ,え,おもい,かさねる,かさなる
従,ジュウ,ショウ,ジュ,したがう,したがえる
渋,ジュウ,しぶ,しぶい,しぶる
銃,ジュウ
獣,ジュウ,けもの
縦,ジュウ,たて
叔,シュク
祝,シュク,シュウ,いわう
宿,シュク,やど,やどる,やどす
淑,シュク
粛,シュク
縮,シュク,ちぢむ,ちぢまる,ちぢめる,ちぢれる,ちぢらす
塾,ジュク
熟,ジュク,うれる
出,シュツ,スイ,でる,だす
述,ジュツ,のべる
術,ジュツ
俊,シュン
春,シュン,はる
瞬,シュン,またたく
旬,ジュン,シュン
巡,ジュン,めぐる
盾,ジュン,たて
准,ジュン
殉,ジュン
純,ジュン
循,ジュン
順,ジュン
準,ジュン
潤,ジュン,うるおう,うるおす,うるむ
遵,ジュン
処,ショ
初,ショ,はじめ,はじめて,はつ,うい,そめる
所,ショ,ところ
書,ショ,かく
庶,ショ
暑,ショ,あつい
署,ショ
緒,ショ,チョ,お
諸,ショ
女,ジョ,ニョ,ニョウ,おんな,め
如,ジョ,ニョ
助,ジョ,たすける,たすかる,すけ
序,ジョ
叙,ジョ
徐,ジョ
除,ジョ,ジ,のぞく
小,ショウ,ちいさい,こ,お
升,ショウ,ます
少,ショウ,すくない,すこし
召,ショウ,めす
匠,ショウ
床,ショウ,とこ,ゆか
抄,ショウ
肖,ショウ
尚,ショウ
招,ショウ,まねく
承,ショウ,うけたまわる
昇,ショウ,のぼる
松,ショウ,まつ
沼,ショウ,ぬま
昭,ショウ
宵,ショウ,よい
将,ショウ
消,ショウ,きえる,けす
症,ショウ
祥,ショウ
称,ショウ
笑,ショウ,わらう,えむ
唱,ショウ,となえる
商,ショウ,あきなう
渉,ショウ
章,ショウ
紹,ショウ
訟,ショウ
勝,ショウ,かつ,まさる
掌,ショウ
晶,ショウ
焼,ショウ,やく,やける
焦,ショウ,こげる,こがす,こがれる,あせる
硝,ショウ
粧,ショウ
詔,ショウ,みことのり
証,ショウ
象,ショウ,ゾウ
傷,ショウ,きず,いたむ,いためる
奨,ショウ
照,ショウ,てる,てらす,てれる
詳,ショウ,くわしい
彰,ショウ
障,ショウ,さわる
憧,ショウ,あこがれる
衝,ショウ
賞,ショウ
償,ショウ,つぐなう
礁,ショウ
鐘,ショウ,かね
上,ジョウ,ショウ,うえ,うわ,かみ,あげる,あがる,のぼる,のぼせる,のぼす
丈,ジョウ,たけ
冗,ジョウ
条,ジョウ
状,ジョウ
乗,ジョウ,のる,のせる
城,ジョウ,しろ
浄,ジョウ
剰,ジョウ
常,ジョウ,つね,とこ
情,ジョウ,セイ,なさけ
場,ジョウ,ば
畳,ジョウ,たたむ,たたみ
蒸,ジョウ,むす,むれる,むらす
縄,ジョウ,なわ
壌,ジョウ
嬢,ジョウ
錠,ジョウ
譲,ジョウ,ゆずる
醸,ジョウ,かもす
色,ショク,シキ,いろ
拭,ショク,ふく,ぬぐう
食,ショク,ジキ,くう,くらう,たべる
植,ショク,うえる,うわる
殖,ショク,ふえる,ふやす
飾,ショク,かざる
触,ショク,ふれる,さわる
嘱,ショク
織,ショク,シキ,おる
職,ショク
辱,ジョク,はずかしめる
尻,しり
心,シン,こころ
申,シン,もうす
伸,シン,のびる,のばす,のべる
臣,シン,ジン
芯,シン
身,シン,み
辛,シン,からい
侵,シン,おかす
信,シン
津,シン,つ
神,シン,ジン,かみ,かん,こう
唇,シン,くちびる
娠,シン
振,シン,ふる,ふるう,ふれる
浸,シン,ひたす,ひたる
真,シン,ま,
針,シン,はり
深,シン,ふかい,ふかまる,ふかめる
紳,シン
